|user|item|rating|review
645|sergioslc08|poco x3 nfc|10.0|excellent cell phone the best medium range quality price on the market by xiaomi in my opinion
646|weymar146|poco x3 nfc|9.1|very good
647|denvergo46|poco x3 nfc|9.2|excellent smart among its class
648|caua.games.lol|poco x3 nfc|8.8|greatbut a little fragile
649|thartaros.123|poco x3 nfc|9.4|good mobile
650|vicentefar4|poco x3 nfc|10.0|excellent
651|triquix44|poco x3 nfc|10.0|good pretty and cheap
652|danieltarrisco-2016|poco x3 nfc|9.2|a pretty good mobile at a competitive price
653|ovik.783|poco x3 nfc|6.9|the phone is not bad but literally in 2 months the op is all in micro chips
654|anesneggazi1|poco x3 nfc|9.1|excellent
655|paulopardal595|poco x3 nfc|9.8|better than expectations big surprise
656|oonlynacho|poco x3 nfc|7.1|there is no comparison with its little brother x3 pro
657|raulsanchezsanabria|poco x3 nfc|3.3|it seemed better at first
658|Osy_Ris|poco x3 nfc|9.1|perfect phone for its price
659|ademar.tt|poco x3 nfc|9.6|excellent and avant garde mobile it does not ask for anything from a high end for the good price
660|alejandrotorres1666|poco x3 nfc|10.0|excellent
661|ByMiguepro31|poco x3 nfc|9.5|magnificent
662|ivan45654|poco x3 nfc|4.8|excellent iron with a terrible chinese os she will
663|Strelock|poco x3 nfc|9.7|the best quality price
664|adylson-pina|poco x3 nfc|9.5|excellent cellphone and recommend
665|adzerves|poco x3 nfc|9.5|a complete mobile in every sense a great exponent of quality price of 2021
666|nikbigrzn18|poco x3 nfc|10.0|great phone 
667|carlos-gustavo-perez-morales-6169ae9387351|poco x3 nfc|8.8|excellent balance in games camera and battery
668|moises-venegas-flores-5dcc51ff1fc07|poco x3 nfc|9.5|it is a good device
669|ivanalejandrogonzalez1902|poco x3 nfc|9.7|exceeded my expectations
670|mv324074|poco x3 nfc|10.0|it is a complete team
671|anatomed2|poco x3 nfc|9.0|excellent cost benefit
672|BlackSonic|poco x3 nfc|1.8|what an ugly mobile
673|brunobianchih|poco x3 nfc|9.7|excellent team
674|keriarath98|poco x3 nfc|9.2|very outstanding value for money
675|diegorevenga02|poco x3 nfc|9.3|the best quality price
676|fernando_wavrik|poco x3 nfc|8.2|one of the best cost benefit
677|Sebasty|poco x3 nfc|8.6|it is great
678|Lacyel_Raygarth|poco x3 nfc|10.0|great
679|santytorre3|poco x3 nfc|10.0|if it is good
680|Joris|poco x3 nfc|9.6|amazing for the price
681|manueltd|poco x3 nfc|3.5|terrible coverage
682|JaysonTrailor|poco x3 nfc|9.5|price quality
683|vitorbarbosa37|poco x3 nfc|8.6|excellent smartphone for the price 
684|alejandro-633f1cd211693|poco x3 nfc|9.3|it is a good mobile with great performance and a good camera for what is the price
685|amaralgui|poco x3 nfc|10.0|great phone perfect battery screen processor
686|h220141014|poco x3 nfc|8.2|the best main camera for 200 us
687|bystry.78|poco x3 nfc|9.2|it all depends on who likes what personally i do not mind the weight and size great phone for me
688|miguelangelpg20011|poco x3 nfc|7.8|more than good for its price
689|johnny.ts313|poco x3 nfc|9.6|very good phone
690|nacionaleselmejor.10|poco x3 nfc|10.0|xiaomi excellence
691|jamartinez1988|poco x3 nfc|10.0|unbeatable quality price
692|auezkhantair|poco x3 nfc|8.9|good phone
693|maxbourdiol|poco x3 nfc|9.4|super phone the 120hz screen is super nice and does not eat up all the battery
694|matheusfdt2016|poco x3 nfc|8.5|very good in the future it may even be better in terms of games
695|franciscomnespral|poco x3 nfc|10.0|highly recommended quality price
696|Ema_idk|poco x3 nfc|9.6|it is a pretty good mobile in relation to its price
697|lgasselin29|poco x3 nfc|10.0|excellent
698|enzoidex03|poco x3 nfc|10.0|a good mobile at a good price i would buy it again
699|pwazpwaz|poco x3 nfc|7.0|acceptable
700|cesar.dagg.one|poco x3 nfc|8.1|nice but if it had a less heavy system it would be better
701|cottimatteo|poco x3 nfc|9.3|i wanted to try it and would definitely recommend it
702|kakperan|poco x3 nfc|6.4|good value for money
703|josephdark95|poco x3 nfc|10.0|excellent team
704|enzodanielxddd|poco x3 nfc|9.5|a good phone is giving me a lot of battle against everything i put in front of it
705|alexdavid777|poco x3 nfc|9.3|the best quality price phone for normal users who do not want to play or play occasionally
706|pancelgas|poco x3 nfc|8.8|i find it a great phone at an exceptional price
707|alejandro-sebastian-nemes-5ff50578cddf1|poco x3 nfc|9.4|is very good
708|marilla-rere-5f422c4fde645|poco x3 nfc|9.5|phone is great good for daily use
709|yannou.clap|poco x3 nfc|9.4|very good smartphone at a great price
710|sergioy20011|poco x3 nfc|9.9|it is pretty based on its price
711|anonymous_231464_633a44c57bd40|poco x3 nfc|10.0|the best phone there is for this price super quality price
712|vladislavsulupin|poco x3 nfc|8.1|satisfied
713|marcoats09|poco x3 nfc|9.0|love it
714|XTaiger|poco x3 nfc|8.8|great phone after updating to miui 13 on android 12 it works almost perfectly
715|lola-mento-6090349bce755|poco x3 nfc|9.3|good device bad design
716|pancho.grover|poco x3 nfc|5.6|miui is horrible bugs
717|alanrabento|poco x3 nfc|9.2|very good
718|andreslopez7701|poco x3 nfc|10.0|the best mid range of this year
719|abdelaalimkarim|poco x3 nfc|10.0|a phone worth buying
720|blackicera|poco x3 nfc|9.6|excellent smartphone in daily use for two years
721|SKIBAA10|poco x3 nfc|8.2|a good and fast phone for a low price
722|christophervinas|poco x3 nfc|9.3|good equipment resistant and powerful in the mid range
723|bryam.c.gomes|poco x3 nfc|9.4|best value for money i have found
724|guitar_mateus|poco x3 nfc|10.0|best cell phone i have ever had it serves me in everything i need and then some
725|mulanchibi115|poco x3 nfc|10.0|i like the device the only thing i would have was that it have an amoled or oled screen
726|anthxnx-void-628192a83a34b|poco x3 nfc|8.7|price quality
727|hicistefrancisco|poco x3 nfc|8.5|good
728|keiserlinangeles|poco x3 nfc|10.0|exquisite fluids
729|aherpue|poco x3 nfc|9.0|very good for the price it has
730|sokkrytoi|poco x3 nfc|10.0|the best phone for your money
731|Gumballrey012|poco x3 nfc|9.3|good value for money
732|edgar50392|poco x3 nfc|7.8|price quality
733|arnaug2|poco x3 nfc|3.5|very little storage and it crashes multiple times a day
734|dromois26110|poco x3 nfc|3.3|not bad but disappointing
735|josearmand115|poco x3 nfc|7.5|good at the time
736|platarene89|poco x3 nfc|3.1|it is bad at the sofwer
737|pepe94956|poco x3 nfc|10.0|excellent for gaming and performance in general
738|lisandro200778|poco x3 nfc|8.8|i like why it fits what you wear
739|victorrafael612|poco x3 nfc|8.6|besides the miui bugs it is good best value for money i found
740|druiz9916|poco x3 nfc|9.0|a good device that has a good photo camera is weak while the rest is super good i recommend it
741|tonivilla22|poco x3 nfc|1.9|it delivers what it promises except the most important thing the calls
742|wightcharlie771|poco x3 nfc|9.4|recommendable
743|pjusv|poco x3 nfc|9.6|very good device in its price range
744|sam-arm-636f468b59c30|poco x3 nfc|8.5|a phone that knew how to do it at the time
745|crashding|poco x3 nfc|10.0|fantastic
746|ffp9483|poco x3 nfc|8.9|a great value for money
747|hectoruf.89|poco x3 nfc|4.1|brutal mobile with toy antenna
748|andresmanuel2790|poco x3 nfc|9.1|very good for its price
749|renatoflgomes|poco x3 nfc|9.0|excellent value for money
750|torchich10|poco x3 nfc|8.0|good price for what it offers but with certain sections to polish
751|nick_logan1|poco x3 nfc|8.5|very good team
752|devalmir-santos-5ffb0a8ed6f62|poco x3 nfc|10.0|vale super only best smartphone for games
753|ocapjp|poco x3 nfc|9.7|it is a fairly efficient mobile
754|joseantonio__3|poco x3 nfc|8.3|super interesting mobile
755|laycreftv|poco x3 nfc|9.2|it is good nice and cheap
756|gonzalo97124936|poco x3 nfc|10.0|price quality
757|xxxarekmitkaxxx|poco x3 nfc|10.0|performance
758|os29387|poco x3 nfc|7.8|it is very good to play
759|spoomboom226|poco x3 nfc|8.4|excellent
760|unod9938|poco x3 nfc|6.0|good with buts
761|heldim.ng|poco x3 nfc|9.4|best cost and benefit for stays 4 years +
762|diegopaolo28122004|poco x3 nfc|7.5|good cell phone for day to day
763|doctorpinguin58|poco x3 nfc|10.0|recommended for those who want 120 hz and good sound in the mid range
764|vellojindiego7|poco x3 nfc|10.0|great
765|max-dos-seis-623ac811ae36e|poco x3 nfc|9.0|good phone
766|wacikcukrowy|poco x3 nfc|8.6|could have had better performance
767|samuelborgesbasilio|poco x3 nfc|9.0|very fast
768|angel.delatorre.glez|poco x3 nfc|7.4|powerful for long days
769|isackrequena|poco x3 nfc|7.5|excellent team in general only that like all xiaomi equipment they have many bugs present due to the poor optimization of miui
770|9628370142z|poco x3 nfc|9.6|the phone is good for its money
771|wils619|poco x3 nfc|9.3|acceptable
772|diego.com0919|poco x3 nfc|9.4|extraordinary
773|credo|poco x3 nfc|8.9|powerful and robust
774|diego-alberto-diaz-610b2ea70c27a|poco x3 nfc|10.0|very good mobile the truth would buy it again quality price xiaomi
775|tasostasos.tt|poco x3 nfc|8.1|honest mobile phone in its class
776|lucasneves200911|poco x3 nfc|9.6|amazing
777|juanpmaz1|poco x3 nfc|10.0|excellent buy
778|zimerius|poco x3 nfc|9.1|vfm mobile but with room for improvement
779|rome_19_83|poco x3 nfc|4.3|even though the phone is not bad notifications do not reach it
780|jjf.ricardo|poco x3 nfc|9.6|excellent quality vs price equipment
781|adrianpenaperez|poco x3 nfc|9.4|very good phone recommended
782|elninjapromostasa2.0|poco x3 nfc|7.8|it is a good mid range cell phone
783|diegomillhouse|poco x3 nfc|9.0|excellent balance
784|furyinc0101|poco x3 nfc|10.0|excellent beautiful in everything with fast charging charger and with headphone jack v
785|Majda_Aurelien|poco x3 nfc|7.7|a phone with excellent value for money 
786|78umka|poco x3 nfc|9.9|great workhorse unkillable
787|Tyzor|poco x3 nfc|9.6|excellent
788|antonyjattar|poco x3 nfc|7.7|good
789|fabio.es.duran|poco x3 nfc|9.2|satisfactory
790|denisseintriago29|poco x3 nfc|10.0|a very good mobile for the price i have not seen better
791|jakubstandel|poco x3 nfc|9.4|good mobile phone just a little worse wifi
792|Rohan|poco x3 nfc|10.0|excellent
793|esteparius|poco x3 nfc|9.1|practical
794|pedro23042008|poco x3 nfc|9.5|great phone very fluid and very good for everyday use
795|santytmdec9|poco x3 nfc|8.7|good nice and cheap although his brothers are better
796|susanachipotes|poco x3 nfc|9.4|good cell phone
797|jesusglg12345|poco x3 nfc|9.6|well
798|pascal.vigeant|poco x3 nfc|9.3|excellent phone whose quality / price ratio is absolutely unbeatable
799|juanico_109|poco x3 nfc|9.9|good phone for daily use the best its battery
800|Alexey_Todd|poco x3 nfc|10.0|great phone
801|jesus.acc.app|poco x3 nfc|8.3|excellent mobile although it can polish details
802|alberto070992|poco x3 nfc|9.6|very good phone
803|marcelo-fernandez-633d97428a7fb|poco x3 nfc|8.5|it would be my ideal phone if it had a 6000 mha battery and more memory 256gb
804|alessiobonaldi007|poco x3 nfc|9.5|excellent quality price
805|lrtorov1|poco x3 nfc|8.1|i was surprised by the performance
806|skendarh|poco x3 nfc|7.7|very good phone
807|pirrello|poco x3 nfc|8.2|very powerful but the weight suffers a lot 
808|pcouce|poco x3 nfc|9.7|great mobile
809|viggito.alarcon010|poco x3 nfc|7.7|good phone but overshadowed by its connection and software problems
810|bpodgorski323|poco x3 nfc|8.4|the best for the price
811|cool_iron|poco x3 nfc|7.4|super camera
812|harryasiatico21|poco x3 nfc|10.0|excellent
813|jahel_flores17|poco x3 nfc|9.5|been a great experience
814|jonathanmendezpineda|poco x3 nfc|8.4|excellent what it offers at its price
815|Cesar1995PE|poco x3 nfc|8.9|good cell phone but with many bugs and lack of optimization
816|w7user|poco x3 nfc|6.5|excellent value for money
817|cjloquendero754|poco x3 nfc|9.2|it is a good phone
818|ronaldpaxi|poco x3 nfc|9.4|good in hardware but it is preferable to change the software miui 
819|nytrozx72|poco x3 nfc|8.4|good hardware software to review 
820|anonymous_265343_61bfe5c83a5fb|poco x3 nfc|10.0|i love this cell phone is perfect
821|jayasuryasmithalayam|samsung galaxy s20 fe|9.3|recommended phone better camera performance and software
822|goku.saiyangod50|samsung galaxy s20 fe|9.0|it is good but overheating ruined the entire experiences
823|aytacpacal|samsung galaxy s20 fe|9.0|nice phone with bad battery life
824|junramirez94|samsung galaxy s20 fe|8.0|worth but do not expect amazing battery
825|miguelblue2009v2|samsung galaxy s20 fe|10.0|total flagship killer
826|spirkoski.nikola|samsung galaxy s20 fe|8.4|exellent phone worth every peny
827|abdielr507|samsung galaxy s20 fe|8.5|its a nice phone but it has a lot of bugs
828|karlojelcic13|samsung galaxy s20 fe|8.5|honestly a great new phone i just picked up it is definitely worth it for it is price and it is definitely a hidden gem
829|y0unes_mb|samsung galaxy s20 fe|9.2|i love it
830|mohamedamer3694|samsung galaxy s20 fe|9.5|comfortable
831|slayer0709|samsung galaxy s20 fe|9.4|best samsung 2020
832|lalutcosmin|samsung galaxy s20 fe|9.8|amazing phone 
833|ferencz11huni|samsung galaxy s20 fe|8.4|interesting
834|kevahlol2009|samsung galaxy s20 fe|9.4|such an amazing phone
835|Razvan15|samsung galaxy s20 fe|9.6|premium spec on best price
836|Osquitar|samsung galaxy s20 fe|9.7|if you buy it at a good price it is unbeatable
837|ricardo.egea2|samsung galaxy s20 fe|10.0|practically perfect
838|rickmichaelson.lv|samsung galaxy s20 fe|9.9|a very complete phone
839|Guanchulata|samsung galaxy s20 fe|9.6|pleasantly surprised
840|picazosimarroluis|samsung galaxy s20 fe|8.2|good but a little disappointing
841|jujub2o|samsung galaxy s20 fe|9.8|excellent phone but a null vibrator
842|viniciosgabriel00|samsung galaxy s20 fe|8.1|cost benefit
843|unaifercol|samsung galaxy s20 fe|9.3|i think it is the most recommended mobile near 500 euros
844|sam40220|samsung galaxy s20 fe|10.0|i am impressed he is really fluid and beautiful
845|perico.perez|samsung galaxy s20 fe|8.4|very good but a stove
846|byronhugocastillo13|samsung galaxy s20 fe|10.0|it is a beast of a mobile phone and a great camera that takes incredible photos
847|PitterG4|samsung galaxy s20 fe|8.5|my first experience above intermediate
848|ilann92e|samsung galaxy s20 fe|10.0|just perfect
849|renarriveroplata|samsung galaxy s20 fe|9.1|great cell phone in my opinion one of the best 
850|nelson-pereira-61805e0b58c97|samsung galaxy s20 fe|10.0|best cost benefit of 2021 and 2022
851|andrezsk21|samsung galaxy s20 fe|8.3|samsung value for money
852|aleatoryone|samsung galaxy s20 fe|9.0|great value for money at the moment
853|adrianpochochu|samsung galaxy s20 fe|9.6|very comfortable good size very very good photos
854|patryk.litek|samsung galaxy s20 fe|10.0|the best price quality ratio
855|burro1971|samsung galaxy s20 fe|9.9|very good snartphone very balanced
856|GAROU|samsung galaxy s20 fe|9.1|the version with snapdragon was great
857|mil.dred95|samsung galaxy s20 fe|8.3|very good
858|joacofaena|samsung galaxy s20 fe|8.3|well not excellent
859|michael35825|samsung galaxy s20 fe|9.6|an upper mid range with power to spare
860|salesio|samsung galaxy s20 fe|10.0|a very very compact mobile
861|marcioramosjr2015|samsung galaxy s20 fe|9.4|great device in all respects
862|sergiogo75|samsung galaxy s20 fe|9.1|the device looks fantastic 
863|yankielbejerano7|samsung galaxy s20 fe|10.0|i love it meets all my expectations
864|davicreioemdeus|samsung galaxy s20 fe|9.7|a show for anyone who wants to have a top of the line experience without paying too much and without resorting to the used market
865|andrepro9868|samsung galaxy s20 fe|9.0|the best samsung to buy right now
866|4ndre.machado|samsung galaxy s20 fe|10.0|best value for money
867|juanetchebest|samsung galaxy s20 fe|9.2|great mobile nothing to envy the s20
868|marioalbertou1998|samsung galaxy s20 fe|9.3|the best range high quality samsung price
869|ingsaindv|samsung galaxy s20 fe|9.4|excellent mobile that even in 2023 is very competent at least the snapdragon version
870|isaacbrasil30|samsung galaxy s20 fe|8.5|best cost benefit 
871|bajxacjorge111|samsung galaxy s20 fe|8.2|good but i wish that with updates they would improve the autonomy
872|DiegoAlisson|samsung galaxy s20 fe|9.1|excellent device for the price charged
873|symuigor|samsung galaxy s20 fe|8.9|good
874|clivikbro|samsung galaxy s20 fe|10.0|beautiful phone
875|francoamut|samsung galaxy s20 fe|10.0|excellent
876|francisco27.09.1991|samsung galaxy s20 fe|9.5|cost benefit
877|holgerbleier.hb|samsung galaxy s20 fe|10.0|very good upper class smartphone
878|marlonvergara41|samsung galaxy s20 fe|9.6|the best purchase i have made with less price
879|theom.du.71|samsung galaxy s20 fe|10.0|very satisfied
880|danikdav|samsung galaxy s20 fe|9.8|people's flagship for affordable money
881|trzeciak.hubert987|samsung galaxy s20 fe|9.6|nice phone without major compromises
882|michal.szymaszek11|samsung galaxy s20 fe|9.0|the smartphone is almost complete unfortunately you can feel the lack of a mini jack
883|danielsena28|samsung galaxy s20 fe|9.5|best value for money
884|cxsmichirai|samsung galaxy s20 fe|10.0|very capable phone for little money
885|andreduartealves9|samsung galaxy s20 fe|9.7|super good device i recommend
886|inge.cristiangomez|samsung galaxy s20 fe|8.5|pretty quality 
887|Jaozin|samsung galaxy s20 fe|9.2|affordable top of the line
888|jaimemarquessousa0|samsung galaxy s20 fe|9.5|best cost effective cell phone
889|bacahrie|samsung galaxy s20 fe|9.1|egg laying wollmilchsau has everything you need and more and in some cases very good quality at a reasonable price
890|dello11plus|samsung galaxy s20 fe|9.2|awesome device at a reasonable price
891|evertonbnet|samsung galaxy s20 fe|9.4|great cost benefit
892|andersoncavalhoplayhotmail665|samsung galaxy s20 fe|9.0|and a powerful smartphone with excellent cameras however the front camera and loading speed leave a little to be desired
893|luiz.cruz19|samsung galaxy s20 fe|9.6|good device
894|romulo.vascon|samsung galaxy s20 fe|9.1|good cost benefit
895|cbajuanpablo|samsung galaxy s20 fe|9.8|it is pretty cool just that i should have done the s20 fe directly with the snapdragon
896|iedoaqw15|samsung galaxy s20 fe|9.0|value for money the top of the line cheap 
897|lukasz.zalikowski|samsung galaxy s20 fe|7.4|cool efficient complete phone
898|romadit12345678|samsung galaxy s20 fe|9.3|a great smartphone for the money if you take it as a device for basic use i
899|bteles14|samsung galaxy s20 fe|8.9|fair price
900|araujohenrique469|samsung galaxy s20 fe|9.0|the battery could be better but there is something bad about this device
901|FELIXJ71|samsung galaxy s20 fe|7.6|very good high end
902|jackrivera655|samsung galaxy s20 fe|5.8|it is a good device but it stays short on your battery
903|dzejkob2|samsung galaxy s20 fe|10.0|display cpu battery one ui 25
904|jorgenelsonvaldes80|samsung galaxy s20 fe|9.9|very good team i have nothing bad to point out
905|mohali.ker19|samsung galaxy s20 fe|10.0|excellent smartphone
906|alerrivi2005|samsung galaxy s20 fe|10.0|it is excellent but sometimes with very demanding things it gets a bit hot but with updates they will end up solving it
907|APSTERMASTER|samsung galaxy s20 fe|10.0|excellent device
908|pedro.filhogr|samsung galaxy s20 fe|9.0|it is a device that even after two years of its launch was still an excellent acquisition
909|TecnoBeto|samsung galaxy s20 fe|8.9|the true quality price samsung 
910|blanca90002|samsung galaxy s20 fe|10.0|simply beautiful and functional
911|brunopdiogo|samsung galaxy s20 fe|8.5|s20 fe excellent cell and fryer
912|KloxRaven|samsung galaxy s20 fe|9.6|marvelous
913|luisgallardo304|samsung galaxy s20 fe|8.8|very good for the price
914|Vincent|samsung galaxy s20 fe|9.6|a great smartphone
915|ricardo-catala-61c9f629d41aa|samsung galaxy s20 fe|9.4|good comfortable durable
916|CYAangel17|samsung galaxy s20 fe|8.9|price quality
917|asirlupurojas|samsung galaxy s20 fe|8.8|it is a good cel
918|joantorresglez|samsung galaxy s20 fe|8.2|good to buy it in 2023
919|joselara01|samsung galaxy s20 fe|9.6|quality inexpensive with a fair battery and with good samsung support
920|diegorepeza21|samsung galaxy s20 fe|9.6|complete experience excellent value for money
921|deivysantiagoriverocamacho|samsung galaxy s20 fe|9.6|very good camera
922|fernandezlean55|samsung galaxy s20 fe|6.9|regular
923|daniel-bajxac-6070774919ecd|samsung galaxy s20 fe|10.0|good but i wish that with updates they would improve the autonomy
924|miguelcidyevenes|samsung galaxy s20 fe|7.9|good but heats up
925|hypemanu|samsung galaxy s20 fe|9.0|excellent experience 9/10 snapdragon 
926|ricardopradomarin|samsung galaxy s20 fe|10.0|best phone quality price that i have tried
927|elghorfi.m|samsung galaxy s20 fe|9.4|very good phone value for money
928|pedalinoz|samsung galaxy s20 fe|9.5|best cost benefit 2021/2022 in the brazilian market
929|tetkris|samsung galaxy s20 fe|8.0|good phone
930|juancamilocast10|samsung galaxy s20 fe|9.5|cell phone for people who like quality
931|paolo-rodriguez-63b21415b49c1|samsung galaxy s20 fe|9.0|highly recommended in 2022
932|giraldojhovany|samsung galaxy s20 fe|8.9|price quality
933|avjohanson|samsung galaxy s20 fe|9.4|excellent value for money
934|alejamdro18022005|samsung galaxy s20 fe|9.5|good
935|4bderman|samsung galaxy s20 fe|9.5|i have not had such a photographer yet
936|kevincollins95|samsung galaxy s20 fe|8.8|excellent value for money 2023
937|wilter0011|samsung galaxy s20 fe|7.3|it is a good device but it has its advantages as well as disadvantages
938|vasy030579|samsung galaxy s20 fe|8.6|worth the money
939|joshuaxq4560|samsung galaxy s20 fe|8.9|it is a good cell phone for its power
940|leonelmrb12|samsung galaxy s20 fe|8.8|cheap and comfortable
941|marvin503fordmustang|samsung galaxy s20 fe|7.2|good mobile
942|julien.desveaux|samsung galaxy s20 fe|9.4|very good phone a little big
943|veroginap|samsung galaxy s20 fe|9.5|cell phone madness
944|matcen18|samsung galaxy s20 fe|9.0|excellent phone but poor battery
945|uriosteelias720|samsung galaxy s20 fe|9.6|it is an excellent mobile
946|brun.bruck|samsung galaxy s20 fe|9.0|perfect smartphone just a little big
947|shcampos4|samsung galaxy s20 fe|10.0|unbeatable device
948|matheusfdt2016|samsung galaxy s20 fe|8.8|if it were not for samsung's somewhat limited system its performance could reach what the processor really can deliver
949|marlysantosnery50|samsung galaxy s20 fe|10.0|amazing cell phone
950|panataman89|samsung galaxy s20 fe|9.1|decent device
951|lucas-rosa-61aad6c823e2b|samsung galaxy s20 fe|9.1|great smartphone
952|joaquinsanchez3203|samsung galaxy s20 fe|8.6|good phone in several areas
953|valer.maidana.office|samsung galaxy s20 fe|10.0|an excellent mobile for its price cameras screen and fluidity
954|roosevelt275|samsung galaxy s20 fe|10.0|top runs all smooth with extraordinary photos
955|nudillos987654321|samsung galaxy s20 fe|9.9|it meets my day to day expectations recording videos and photos games etc
956|RobertoAntonio|samsung galaxy s20 fe|9.3|good phone at a good price
957|llr-juandedios-63a68fa8c657f|samsung galaxy s20 fe|9.8|very good phone if you get it at a good price
958|ale_msf4|samsung galaxy s20 fe|8.2|it is a good team in general it should only improve the durability of the battery
959|gonzalo-bertone-62cd83fa31014|samsung galaxy s20 fe|9.3|very good mobile
960|rdrevelo|samsung galaxy s20 fe|9.9|i recommend
961|cyntiabravo77|samsung galaxy s20 fe|9.7|excellent quality price
962|alfabmore|samsung galaxy s20 fe|9.2|it is a cell phone that meets everything and has no shortcomings so far that i am using it purchased on 9/16/2022 
963|daniello001|samsung galaxy s20 fe|7.7|smartphone good for the money you have to give for it in mid 2022 at the time of the premiere its price was too high
964|salvador_vm|samsung galaxy s20 fe|10.0|simply a high range at a good price
965|eric-jordan-61af816a45816|samsung galaxy s20 fe|5.3|brings great settings for the price
966|raykazza32|samsung galaxy s20 fe|9.5|simply great device
967|wightcharlie771|samsung galaxy s20 fe|9.6|amazing
968|ryansdc8117|samsung galaxy s20 fe|10.0|the best value for money
969|erikgongora|samsung galaxy s20 fe|8.3|telephone to cover your basic needs
970|anbuchelian|samsung galaxy s22 ultra|7.1|great phone
971|luccas236|samsung galaxy s22 ultra|9.0|a beast flagship with one downside
972|jkar69|samsung galaxy s22 ultra|10.0|top phone
973|4039byrne19|samsung galaxy s22 ultra|6.7|not as good as the s21 ultra
974|Feliz|samsung galaxy s22 ultra|9.0|grat phone but not for everyone
975|aliebrahemalfaran|samsung galaxy s22 ultra|10.0|i love this phone
976|Skittelser|samsung galaxy s22 ultra|6.0|not a bad smartphone but
977|hectorarroyo235|samsung galaxy s22 ultra|9.5|super fast
978|Claudio_Finn|samsung galaxy s22 ultra|8.7|fluency
979|ricardo11227782|samsung galaxy s22 ultra|9.8|excellent device
980|pedro-costa-pereira-61dd9b433d2be|samsung galaxy s22 ultra|9.9|the best you can buy
981|samuel.chevrier|samsung galaxy s22 ultra|9.0|a real samsung note but different
982|ronalditocomunica2003|samsung galaxy s22 ultra|10.0|i think it will be one of the best phones of the year
983|chinagadgats91|samsung galaxy s22 ultra|9.3|expensive but justified
984|titodion9520|samsung galaxy s22 ultra|9.9|sublime smartphone very polyvent i recommend
985|Jpking6004|samsung galaxy s22 ultra|7.5|excessively expensive prices
986|gabrielesergiodamiano|samsung galaxy s22 ultra|10.0|top top top
987|RobertoAntonio|samsung galaxy s22 ultra|9.9|excellent in terms of camera
988|AdrianRivera|samsung galaxy s22 ultra|9.6|pretty good
989|TheCatharsis|samsung galaxy s22 ultra|10.0|the best of the best smartphones
990|martinblu86|samsung galaxy s22 ultra|9.6|fantastic
991|ruy.msn|samsung galaxy s22 ultra|9.4|excellent smartphone beautiful powerful fluid is it worth the price debatable
992|bouchih.yassine|samsung galaxy s22 ultra|9.9|perfect
993|NuriBalas|samsung galaxy s22 ultra|8.7|it is totally worth it for the photographic section
994|shwkxz|samsung galaxy s22 ultra|7.5|good but could be better
995|vincentlow1989|samsung galaxy s22 ultra|9.1|nice phone
996|thomxd67|samsung galaxy s22 ultra|9.5|perfect in everything
997|tenorio507|samsung galaxy s22 ultra|10.0|it is very powerful for games and has one of the best screens as it looks very fluid
998|paganonunzio173|samsung galaxy s22 ultra|9.8|excellent mobile
999|cramosphd|samsung galaxy s22 ultra|9.6|an excellent phone
1000|krisnakapor|xiaomi redmi 9|7.5|for 2020 entry level smartphone this one is the best 
1001|LupakanDaku|xiaomi redmi 9|6.1|i buy it because its a budget phone
1002|yesabroo|xiaomi redmi 9|8.5|not for gaming and photography
1003|7777oliver|xiaomi redmi 9|9.7|a good price to performance phone for ever entry smartphones
1004|khubaib.meerabenterprises|xiaomi redmi 9|8.9|fast charging
1005|amirfaraji7891|xiaomi redmi 9|8.1|nice price and with advertising aspect camera
1006|mk27092001|xiaomi redmi 9|10.0|smooth and efficient
1007|kosnet46|xiaomi redmi 9|6.9|not bad
1008|86tomvadesc|xiaomi redmi 9|8.6|very good
1009|stingerandrey|xiaomi redmi 9|7.9|decent for the price 
1010|juliocemabr|xiaomi redmi 9|9.7|very good device for the price there is no competition
1011|diego-felipe-ramirez-ordonez-5f13918ca830c|xiaomi redmi 9|7.0|the experience with the mobile is good just for a user who is not very demanding i highly recommend them for a quality price
1012|PedroSanMo|xiaomi redmi 9|8.5|an impressive mobile quality ratio
1013|cguralol|xiaomi redmi 9|9.2|highly recommended if autonomy is what you are looking for
1014|rsalasisa|xiaomi redmi 9|10.0|excellent phone totally recommended
1015|jeronimoacevedo|xiaomi redmi 9|8.2|good mobile quality price
1016|rogelr222|xiaomi redmi 9|9.0|very good mobile the bad thing is its low brightness in bright sunlight but the rest of it a very good phone i play games very well
1017|pacho.2127|xiaomi redmi 9|8.3|good
1018|edangert16|xiaomi redmi 9|10.0|i loved it is perfect
1019|fabioIT|xiaomi redmi 9|7.5|best entry level mid 2020
1020|jjurado.rs|xiaomi redmi 9|10.0|the best quality price
1021|gabryolmouse|xiaomi redmi 9|9.6|excellent smartphone quality unbeatable price
1022|xdavidangel|xiaomi redmi 9|9.8|a cell phone is very good for gaming and networking
1023|marta-cecilia-ordonez-castro-5f6b7fdf77626|xiaomi redmi 9|8.8|it is recommended for people who like basic gaming
1024|benja.chari7|xiaomi redmi 9|8.0|is good
1025|Tetrix|xiaomi redmi 9|7.8|good phone but with clear competition between phones of the same brand
1026|tigresjuan1029|xiaomi redmi 9|10.0|the best purchase i made
1027|francomartinfelipedejesus|xiaomi redmi 9|6.5|good but not the coolest
